name,slug,site_type,lat,lng,country,has_image,wikipedia_url
"Boskednan stone circle","boskednan-stone-circle","stone circle",50.1606,-5.59374,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Boskednan_stone_circle"
"Cheetham Close","cheetham-close","stone circle",53.6385,-2.43015,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Cheetham_Close"
"Yellowmead Down","yellowmead-down","stone circle",50.49297222,-4.01055556,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Yellowmead_stone_circle"
"Loanhead of Daviot stone circle","loanhead-of-daviot-stone-circle","stone circle",57.349444911,-2.421045225,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Loanhead_of_Daviot_stone_circle"
"Cairnfield including a prehistoric enclosure, 5 stone circles, 10 funerary cairns, 6 stone banks, 2 stone walls, a lynchet and a","cairnfield-including-a-prehistoric-enclosure-5-stone-circles-10-funerary-cairns-6-stone-banks-2-ston","stone circle",54.4118,-3.27408,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Burnmoor_stone_circles"
"Tregeseal East stone circle","tregeseal-east-stone-circle","stone circle",50.1337,-5.65852,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Tregeseal_East_stone_circle"
"Cullerlie stone circle","cullerlie-stone-circle","stone circle",57.12892,-2.35661,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Cullerlie_stone_circle"
"Hurlers Stone Circles","hurlers-stone-circles","stone circle",50.5163239,-4.4582182,"United Kingdom",yes,"https://en.wikipedia.org/wiki/The_Hurlers_(stone_circles)"
"Grange stone circle","grange-stone-circle","stone circle",52.514238,-8.5418895,"Ireland",yes,"https://en.wikipedia.org/wiki/Grange_stone_circle"
"Istrehågan","istrehagan","stone circle",59.096846,10.174228,"Norway",yes,"https://en.wikipedia.org/wiki/Istreh%C3%A5gan"
"Carrigaphooca Stone Circle","carrigaphooca-stone-circle","stone circle",51.909598,-9.02499,"Ireland",no,"https://en.wikipedia.org/wiki/Carrigaphooca_Stone_Circle"
"Moss Farm Road Stone Circle","moss-farm-road-stone-circle","stone circle",55.54225,-5.32924,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Moss_Farm_Road_Stone_Circle"
"Porlock Stone Circle","porlock-stone-circle","stone circle",51.1894,-3.65385,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Porlock_Stone_Circle"
"Stone circle on Withypool Hill 670m ESE of Portford Bridge","stone-circle-on-withypool-hill-670m-ese-of-portford-bridge","stone circle",51.0963,-3.66041,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Withypool_Stone_Circle"
"Aboyne Stone Circle","aboyne-stone-circle","stone circle",57.08014167,-2.78716389,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Aboyne_Stone_Circle"
"Bryn Gwyn stones","bryn-gwyn-stones","stone circle",53.1772,-4.30213,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Bryn_Gwyn_stones"
"Old Bourtreebush","old-bourtreebush","stone circle",57.055775,-2.1605362,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Auld_Bourtreebush"
"Scorhill","scorhill","stone circle",50.6706,-3.90542,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Scorhill"
"Falkner's Circle","falkner-s-circle","stone circle",51.4227,-1.84354,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Falkner%27s_Circle"
"Easter Aquhorthies","easter-aquhorthies","stone circle",57.27702,-2.44557,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Easter_Aquhorthies_stone_circle"
"Xagħra Stone Circle","xag-ra-stone-circle","stone circle",36.046388888,14.264722222,"Malta",yes,"https://en.wikipedia.org/wiki/Xag%C4%A7ra_Stone_Circle"
"Balquhain stone circle","balquhain-stone-circle","stone circle",57.30658,-2.4415016,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Balquhain"
"Rollright Stones","rollright-stones","stone circle",51.975555555,-1.570833333,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Rollright_Stones"
"Swinside","swinside","stone circle",54.2824823,-3.2738449,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Swinside"
"Rempstone Stone Circle","rempstone-stone-circle","stone circle",50.6384,-2.00897,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Rempstone_Stone_Circle"
"Nine Stones","nine-stones-1","stone circle",50.7122,-2.55263,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Nine_Stones,_Winterbourne_Abbas"
"Winterbourne Bassett Stone Circle","winterbourne-bassett-stone-circle","stone circle",51.4785,-1.86649,"United Kingdom",no,"https://en.wikipedia.org/wiki/Winterbourne_Bassett_Stone_Circle"
"Tyrebagger","tyrebagger","stone circle",57.20953,-2.234208,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Tyrebagger_stone_circle"
"Hordron Edge stone circle","hordron-edge-stone-circle","stone circle",53.3781,-1.67791,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Hordron_Edge_stone_circle"
"The Merry Maidens","the-merry-maidens","stone circle",50.0651283,-5.5887748,"United Kingdom",yes,"https://en.wikipedia.org/wiki/The_Merry_Maidens"
"Ballynoe Stone Circle","ballynoe-stone-circle","stone circle",54.290277777,-5.724444444,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Ballynoe_stone_circle"
"Loupin Stanes","loupin-stanes","stone circle",55.258281,-3.1705054,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Loupin_Stanes"
"Piper's Stones","piper-s-stones","stone circle",53.07194444,-6.61277778,"Ireland",yes,"https://en.wikipedia.org/wiki/Piper%27s_Stones"
"Boscawen-Un","boscawen-un","stone circle",50.0898332,-5.619322,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Boscawen-Un"
"Balbirnie Stone Circle","balbirnie-stone-circle","stone circle",56.213838888,-3.152930555,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Balbirnie_Stone_Circle"
"Uragh Stone Circle","uragh-stone-circle","stone circle",51.81172222,-9.69380556,"Ireland",yes,"https://en.wikipedia.org/wiki/Uragh_Stone_Circle"
"Castlerigg stone circle","castlerigg-stone-circle","stone circle",54.6028,-3.09843,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Castlerigg_stone_circle"
"Glenquicken stone circle","glenquicken-stone-circle","stone circle",54.896339,-4.325443,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Glenquicken_stone_circle"
"Almendres Cromlech","almendres-cromlech","stone circle",38.557497,-8.061077,"Portugal",yes,"https://en.wikipedia.org/wiki/Almendres_Cromlech"
"Avebury","avebury","stone circle",51.428611111,-1.854166666,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Avebury"
"Day House Lane Stone Circle","day-house-lane-stone-circle","stone circle",51.54,-1.73978,"United Kingdom",no,"https://en.wikipedia.org/wiki/Day_House_Lane_Stone_Circle"
"Callanish IV","callanish-iv","stone circle",58.175589,-6.7136027,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Callanish_IV"
"Gamelands stone circle","gamelands-stone-circle","stone circle",54.4676,-2.5569,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Gamelands_stone_circle"
"Otoe Stone Circle","otoe-stone-circle","stone circle",43.674028,142.033639,"Japan",no,"https://en.wikipedia.org/wiki/Otoe_Stone_Circle"
"Nine Ladies","nine-ladies","stone circle",53.1681,-1.62889,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Nine_Ladies"
"Top1 Shiga","top1-shiga","dolmen",35.204239,136.908582,"Japan",no,""
"Prada Aoyama","prada-aoyama","dolmen",35.695599,139.8255742,"Japan",yes,""
"Matthiae's Cafe And Bakery","matthiae-s-cafe-and-bakery","dolmen",51.465676,-0.298434,"United Kingdom",yes,""
"Ito-Yokado Makuhari","ito-yokado-makuhari","dolmen",35.655864,140.05009,"Japan",yes,""
"Mercado de la Abejera","mercado-de-la-abejera","dolmen",28.454694444,-16.272805555,"Spain",yes,""
"MaxValu Hatooka","maxvalu-hatooka","dolmen",35.20752,136.9122,"Japan",no,""
"Heiwado Sobue","heiwado-sobue","dolmen",35.254478641,136.721236097,"Japan",no,""
"Hala Kopińska","hala-kopinska","dolmen",52.218447,20.97695,"Poland",yes,""
"4 Wiejska Street in Prudnik","4-wiejska-street-in-prudnik","dolmen",50.321388888,17.587388888,"Poland",yes,""
"West Hall","west-hall","dolmen",52.238833,20.997389,"Poland",yes,""
"Sanoya (Osu)","sanoya-osu","dolmen",35.158734808,136.904579675,"Japan",yes,""
"Bodega San José","bodega-san-jose","dolmen",36.595929593,-6.232375867,"Spain",yes,""
"Hale Banacha","hale-banacha","dolmen",52.20905,20.97653,"Poland",yes,""
"OBI Okęcie","obi-okecie","dolmen",52.174491666,20.945525,"Poland",yes,""
"Ipercoop Tirreno","ipercoop-tirreno","dolmen",40.862758,14.270209,"Italy",no,""
"ÆON FOOD STYLE Shim-Matsudo","on-food-style-shim-matsudo","dolmen",35.825278,139.915556,"Japan",yes,""
"ÆON STYLE Sannou","on-style-sannou","dolmen",39.718166666,140.096555555,"Japan",yes,""
"The Crown","the-crown","dolmen",51.654251,-0.279513,"United Kingdom",yes,""
"The Charlotte","the-charlotte","dolmen",52.6313,-1.1372,"United Kingdom",yes,"https://en.wikipedia.org/wiki/The_Charlotte"
"Hoover Building","hoover-building","dolmen",51.5336,-0.318889,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Hoover_Building"
"Hala Wola","hala-wola","dolmen",52.228423624,20.914188478,"Poland",yes,""
"Piago La Foods Core Kurokawa","piago-la-foods-core-kurokawa","dolmen",35.200523,136.912265956,"Japan",yes,""
"Grand Frais Beynost","grand-frais-beynost","dolmen",45.82321,4.99451,"France",yes,""
"Dom Zgromadzenia Majstrów Tkackich w Łodzi","dom-zgromadzenia-majstrow-tkackich-w-odzi","dolmen",51.7655,19.4582,"Poland",yes,""
"Foodcoop BCN","foodcoop-bcn","dolmen",41.3857,2.15724,"Spain",yes,""
"Companhia Agrícola do Sanguinhal","companhia-agricola-do-sanguinhal","dolmen",39.264793,-9.154456,"Portugal",yes,""
"Calwer Carree","calwer-carree","dolmen",48.707431175,8.997792005,"Germany",yes,""
"Konsum, Schandauer Straße 46","konsum-schandauer-stra-e-46","dolmen",51.042125762,13.795907189,"Germany",yes,""
"Marukou Corporation","marukou-corporation","dolmen",36.2561845,138.8963991,"Japan",no,""
"5-19 Leven Street","5-19-leven-street","dolmen",55.941539665,-3.2037431,"United Kingdom",yes,""
"Realmarkt Röhrer Weg Böblingen","realmarkt-rohrer-weg-boblingen","dolmen",48.671735302,9.012436866,"Germany",yes,""
"Codona's Amusement Park","codona-s-amusement-park","cairn",57.1511,-2.0775,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Codona%27s_Amusement_Park"
"Kristiansand Zoo and Amusement Park","kristiansand-zoo-and-amusement-park","cairn",58.18506,8.141406,"Norway",yes,"https://en.wikipedia.org/wiki/Kristiansand_Zoo_and_Amusement_Park"
"Dash n Splash","dash-n-splash","cairn",13.027691,80.010831,"India",no,"https://en.wikipedia.org/wiki/Dash_n_Splash"
"Clarence Pier","clarence-pier","cairn",50.7861,-1.10113,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Clarence_Pier"
"Hunderfossen Familiepark","hunderfossen-familiepark","cairn",61.22423889,10.42825833,"Norway",yes,"https://en.wikipedia.org/wiki/Hunderfossen_Familiepark"
"Crealy Theme Park & Resort","crealy-theme-park-resort","cairn",50.705555941,-3.41608025,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Crealy_Theme_Park_%26_Resort"
"Magic Park Verden","magic-park-verden","cairn",52.9342,9.27111,"Germany",no,"https://en.wikipedia.org/wiki/Verden_Magic_Park"
"Lightwater Valley","lightwater-valley","cairn",54.176,-1.57044,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Lightwater_Valley"
"Sprookjeswonderland","sprookjeswonderland","cairn",52.71214,5.29011,"Netherlands",yes,"https://en.wikipedia.org/wiki/Sprookjeswonderland"
"Coney Beach Pleasure Park","coney-beach-pleasure-park","cairn",51.4797,-3.6967,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Coney_Beach_Pleasure_Park"
"Tokyo Dome City Attractions","tokyo-dome-city-attractions","cairn",35.7053,139.754,"Japan",yes,"https://en.wikipedia.org/wiki/Tokyo_Dome_City_Attractions"
"Skara Sommarland","skara-sommarland","cairn",58.4042,13.5523,"Sweden",yes,"https://en.wikipedia.org/wiki/Skara_Sommarland"
"Duinrell","duinrell","cairn",52.146667,4.381111,"Netherlands",yes,"https://en.wikipedia.org/wiki/Duinrell"
"De Valkenier","de-valkenier","cairn",50.868,5.824,"Netherlands",yes,"https://en.wikipedia.org/wiki/De_Valkenier"
"Phantasialand","phantasialand","cairn",50.8,6.879444444,"Germany",yes,"https://en.wikipedia.org/wiki/Phantasialand"
"Neeltje Jans","neeltje-jans","cairn",51.626944444,3.700277777,"Netherlands",yes,"https://en.wikipedia.org/wiki/Neeltje_Jans"
"Disneyland Paris","disneyland-paris","cairn",48.868719444,2.7818,"France",yes,"https://en.wikipedia.org/wiki/Disneyland_Paris"
"Adventure Island","adventure-island","cairn",51.5325,0.715833,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Adventure_Island_(amusement_park)"
"Madurodam","madurodam","cairn",52.099403,4.297558,"Netherlands",yes,"https://en.wikipedia.org/wiki/Madurodam"
"Western Leone","western-leone","cairn",37.0322,-2.44641,"Spain",yes,"https://en.wikipedia.org/wiki/Western_Leone"
"Cowboyland","cowboyland","cairn",44.96863889,9.01316643,"Italy",yes,"https://en.wikipedia.org/wiki/Cowboyland"
"Plopsa Coo","plopsa-coo","cairn",50.393889,5.874444,"Belgium",yes,"https://en.wikipedia.org/wiki/Plopsaland_Ardennes"
"Tivoli Friheden","tivoli-friheden","cairn",56.136416666,10.198083333,"Denmark",yes,"https://en.wikipedia.org/wiki/Tivoli_Friheden"
"Taman Mini Indonesia Indah","taman-mini-indonesia-indah","cairn",-6.301667,106.896667,"Indonesia",yes,"https://en.wikipedia.org/wiki/Taman_Mini_Indonesia_Indah"
"Luna Park","luna-park","cairn",51.37,12.321,"Germany",no,"https://en.wikipedia.org/wiki/Luna_Park,_Leipzig"
"Dinosaur Land","dinosaur-land","cairn",54.5636,13.5254,"Germany",yes,"https://en.wikipedia.org/wiki/Dinosaur_Land_(R%C3%BCgen)"
"Festyland","festyland","cairn",49.182778,-0.423056,"France",yes,"https://en.wikipedia.org/wiki/Parc_Festyland"
"Legoland Windsor","legoland-windsor","cairn",51.4635,-0.65114,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Legoland_Windsor_Resort"
"Luneur Park","luneur-park","cairn",41.837351134,12.47611977,"Italy",yes,"https://en.wikipedia.org/wiki/LunEur"
"Heide Park","heide-park","cairn",53.0253,9.879,"Germany",yes,"https://en.wikipedia.org/wiki/Heide_Park"
"Hansa Park","hansa-park","cairn",54.0755,10.7802,"Germany",yes,"https://en.wikipedia.org/wiki/Hansa-Park"
"Thorpe Park","thorpe-park","cairn",51.404722222,-0.513055555,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Thorpe_Park"
"Holiday Park","holiday-park","cairn",49.3197,8.29472,"Germany",yes,"https://en.wikipedia.org/wiki/Plopsaland_Deutschland"
"Tibidabo","tibidabo","cairn",41.421751,2.120044,"Spain",yes,"https://en.wikipedia.org/wiki/Tibidabo_Amusement_Park"
"Tokyo Disney Resort","tokyo-disney-resort","cairn",35.629722222,139.882777777,"Japan",yes,"https://en.wikipedia.org/wiki/Tokyo_Disney_Resort"
"Pleasure Beach Resort","pleasure-beach-resort","cairn",53.7903,-3.05556,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Blackpool_Pleasure_Beach"
"Gröna Lund","grona-lund","cairn",59.323055555,18.096111111,"Sweden",yes,"https://en.wikipedia.org/wiki/Gr%C3%B6na_Lund"
"Efteling","efteling","cairn",51.650277777,5.048055555,"Netherlands",yes,"https://en.wikipedia.org/wiki/Efteling"
"Belantis","belantis","cairn",51.2518,12.3153,"Germany",yes,"https://en.wikipedia.org/wiki/Belantis"
"The American Adventure Theme Park","the-american-adventure-theme-park","cairn",52.9947,-1.335,"United Kingdom",yes,"https://en.wikipedia.org/wiki/The_American_Adventure_Theme_Park"
"Gorky Park","gorky-park","cairn",55.73135347,37.60463662,"Russia",yes,"https://en.wikipedia.org/wiki/Gorky_Park_(Moscow)"
"Magic-City","magic-city","cairn",48.86166667,2.30416667,"France",yes,"https://en.wikipedia.org/wiki/Magic-City"
"Djurs Sommerland","djurs-sommerland","cairn",56.42478475,10.54992199,"Denmark",yes,"https://en.wikipedia.org/wiki/Djurs_Sommerland"
"Steinwasen Park","steinwasen-park","cairn",47.89972222,7.92222222,"Germany",yes,"https://en.wikipedia.org/wiki/Steinwasen_Park"
"Dreamland Margate","dreamland-margate","cairn",51.3863,1.3759,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Dreamland_Margate"
"Tivoli Gardens","tivoli-gardens","cairn",55.673611111,12.568333333,"Denmark",yes,"https://en.wikipedia.org/wiki/Tivoli_Gardens"
"Speelland Beekse Bergen","speelland-beekse-bergen","cairn",51.527,5.125,"Netherlands",yes,"https://en.wikipedia.org/wiki/Speelland_Beekse_Bergen"
"Luna Park, Tel Aviv","luna-park-tel-aviv","cairn",32.106279,34.812026,"Israel",yes,"https://en.wikipedia.org/wiki/Luna_Park,_Tel_Aviv"
"Europark Idroscalo Milano","europark-idroscalo-milano","cairn",45.474805555,9.285105555,"Italy",yes,"https://en.wikipedia.org/wiki/Europark_Idroscalo_Milano"
"Mirabilandia","mirabilandia","cairn",44.337222,12.263333,"Italy",yes,"https://en.wikipedia.org/wiki/Mirabilandia_(Italy)"
"Europa-Park","europa-park","cairn",48.268333,7.720833,"Germany",yes,"https://en.wikipedia.org/wiki/Europa-Park"
"Disney Adventure World","disney-adventure-world","cairn",48.867222222,2.778888888,"France",yes,"https://en.wikipedia.org/wiki/Walt_Disney_Studios_Park"
"Attractiepark Slagharen","attractiepark-slagharen","cairn",52.624444,6.561944,"Netherlands",yes,"https://en.wikipedia.org/wiki/Attractiepark_Slagharen"
"Dennlys Park","dennlys-park","cairn",50.57055556,2.15416667,"France",yes,"https://en.wikipedia.org/wiki/Dennlys_Parc"
"Mirapolis","mirapolis","cairn",49.055,1.99916667,"France",yes,"https://en.wikipedia.org/wiki/Mirapolis"
"CavallinoMatto","cavallinomatto","cairn",43.18138889,10.54861111,"Italy",yes,"https://en.wikipedia.org/wiki/Cavallino_Matto"
"Parque de Atracciones de Madrid","parque-de-atracciones-de-madrid","cairn",40.41277778,-3.75083333,"Spain",yes,"https://en.wikipedia.org/wiki/Parque_de_Atracciones_de_Madrid"
"Camelot Theme Park","camelot-theme-park","cairn",53.6353,-2.6975,"United Kingdom",no,"https://en.wikipedia.org/wiki/Camelot_Theme_Park"
"Parque Warner Madrid","parque-warner-madrid","cairn",40.23170824,-3.59429419,"Spain",yes,"https://en.wikipedia.org/wiki/Parque_Warner_Madrid"
"Transvaal Park","transvaal-park","cairn",55.598055555,37.529444444,"Russia",yes,"https://en.wikipedia.org/wiki/Transvaal_Park"
"Cinecittà World","cinecitta-world","cairn",41.709,12.4467,"Italy",yes,"https://en.wikipedia.org/wiki/Cinecitt%C3%A0_World"
"Yomiuriland","yomiuriland","cairn",35.6258,139.519,"Japan",yes,"https://en.wikipedia.org/wiki/Yomiuriland"
"Nara Dreamland","nara-dreamland","cairn",34.7,135.82416667,"Japan",yes,"https://en.wikipedia.org/wiki/Nara_Dreamland"
"Gardaland","gardaland","cairn",45.45722,10.71083,"Italy",yes,"https://en.wikipedia.org/wiki/Gardaland"
"Zoomarine","zoomarine","cairn",41.633611111,12.456666666,"Italy",yes,"https://en.wikipedia.org/wiki/Zoomarine"
"Fårup Summer Park","farup-summer-park","cairn",57.27055556,9.64777778,"Denmark",yes,"https://en.wikipedia.org/wiki/F%C3%A5rup_Summer_Park"
"Space World","space-world","cairn",33.87352,130.81215,"Japan",yes,"https://en.wikipedia.org/wiki/Space_World"
"Kongeparken","kongeparken","cairn",58.77861111,5.84055556,"Norway",yes,"https://en.wikipedia.org/wiki/Kongeparken"
"Dickens World","dickens-world","cairn",51.4011,0.5323,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Dickens_World"
"Walibi Rhône-Alpes","walibi-rhone-alpes","cairn",45.62138889,5.57027778,"France",yes,"https://en.wikipedia.org/wiki/Walibi_Rh%C3%B4ne-Alpes"
"Robin Hill","robin-hill","cairn",50.6878,-1.24361,"United Kingdom",no,"https://en.wikipedia.org/wiki/Robin_Hill_Country_Park"
"Wicksteed Park","wicksteed-park","cairn",52.385,-0.703,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Wicksteed_Park"
"Surendrapuri","surendrapuri","cairn",17.565,78.9444,"India",no,"https://en.wikipedia.org/wiki/Surendrapuri"
"Snow World","snow-world","cairn",17.514877,78.48087,"India",yes,"https://en.wikipedia.org/wiki/Snow_World"
"Rusutsu Resort","rusutsu-resort","cairn",42.74968,140.90329,"Japan",yes,"https://en.wikipedia.org/wiki/Rusutsu_Resort"
"VGP Universal Kingdom","vgp-universal-kingdom","cairn",12.9142,80.2506,"India",no,"https://en.wikipedia.org/wiki/VGP_Universal_Kingdom"
"Spanish City","spanish-city","cairn",55.0476,-1.44747,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Spanish_City"
"The Flambards Experience","the-flambards-experience","cairn",50.092,-5.258,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Flambards_Theme_Park"
"The Milky Way Adventure Park","the-milky-way-adventure-park","cairn",50.9804,-4.384,"United Kingdom",no,"https://en.wikipedia.org/wiki/The_Milky_Way_(amusement_park)"
"Queens Land","queens-land","cairn",13.029374,80.028818,"India",yes,"https://en.wikipedia.org/wiki/Queens_Land"
"Tikuji-Ni-Wadi","tikuji-ni-wadi","cairn",19.237,72.9695,"India",no,"https://en.wikipedia.org/wiki/Tikuji-Ni-Wadi"
"Pirate Adventure Park","pirate-adventure-park","cairn",53.80619,-9.53751,"Ireland",no,"https://en.wikipedia.org/wiki/Westport_Adventure_Park"
"Silesian Amusement Park","silesian-amusement-park","cairn",50.273763,18.990555,"Poland",yes,"https://en.wikipedia.org/wiki/Legendia"
"Tosselilla Summer Park","tosselilla-summer-park","cairn",55.553055555,13.906111111,"Sweden",yes,"https://en.wikipedia.org/wiki/Tosselilla_Summer_Park"
"Trans Studio Makassar","trans-studio-makassar","cairn",-5.15968,119.394,"Indonesia",yes,"https://en.wikipedia.org/wiki/Trans_Studio_Makassar"
"Freizeit-Land Geiselwind","freizeit-land-geiselwind","cairn",49.7804,10.4576,"Germany",no,"https://en.wikipedia.org/wiki/Freizeit-Land_Geiselwind"
"Tusenfryd","tusenfryd","cairn",59.748226,10.777019,"Norway",yes,"https://en.wikipedia.org/wiki/Tusenfryd"
"Kishkinta","kishkinta","cairn",12.938304,80.079088,"India",no,"https://en.wikipedia.org/wiki/Kishkinta"
"Curry's Fun Park","curry-s-fun-park","cairn",55.203,-6.654,"United Kingdom",no,"https://en.wikipedia.org/wiki/Barry%27s_Amusements"
"Plopsaland Belgium","plopsaland-belgium","cairn",51.079722,2.596944,"Belgium",no,"https://en.wikipedia.org/wiki/Plopsaland_Belgium"
"Elbauenpark","elbauenpark","cairn",52.1349,11.669,"Germany",yes,"https://en.wikipedia.org/wiki/Elbauenpark"
"Luna Park","luna-park-1","cairn",48.8795,2.28344,"France",yes,"https://en.wikipedia.org/wiki/Luna_Park,_Paris"
"La Récré des 3 Curés","la-recre-des-3-cures","cairn",48.4729,-4.52579,"France",yes,"https://en.wikipedia.org/wiki/La_R%C3%A9cr%C3%A9_Des_3_Cur%C3%A9s"
"Parc Bagatelle","parc-bagatelle","cairn",50.43,1.6028,"France",yes,"https://en.wikipedia.org/wiki/Parc_Bagatelle"
"Brighton Pier","brighton-pier","cairn",50.8183,-0.136624,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Brighton_Palace_Pier"
"Pleasure Island Family Theme Park","pleasure-island-family-theme-park","cairn",53.5434,-0.00818889,"United Kingdom",no,"https://en.wikipedia.org/wiki/Pleasure_Island_Family_Theme_Park"
"Hirakata Park","hirakata-park","cairn",34.80577778,135.63813056,"Japan",yes,"https://en.wikipedia.org/wiki/Hirakata_Park"
"Fuji-Q Highland","fuji-q-highland","cairn",35.48749,138.78019,"Japan",yes,"https://en.wikipedia.org/wiki/Fuji-Q_Highland"
"Oakwood Theme Park","oakwood-theme-park","cairn",51.7794,-4.8048,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Oakwood_Theme_Park"
"La Mer de sable","la-mer-de-sable","cairn",49.145388888,2.67635,"France",yes,"https://en.wikipedia.org/wiki/La_Mer_de_Sable"
"Liseberg","liseberg","cairn",57.695555555,11.99,"Sweden",yes,"https://en.wikipedia.org/wiki/Liseberg"
"Movie Park Germany","movie-park-germany","cairn",51.62,6.9725,"Germany",yes,"https://en.wikipedia.org/wiki/Movie_Park_Germany"
"Pleasurewood Hills","pleasurewood-hills","cairn",52.5071,1.74443,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Pleasurewood_Hills"
"Appu Ghar","appu-ghar","cairn",28.616813,77.243359,"India",no,"https://en.wikipedia.org/wiki/Appu_Ghar"
"Pleasureland Southport","pleasureland-southport","cairn",53.6492,-3.01707,"United Kingdom",no,"https://en.wikipedia.org/wiki/Adventure_Coast_Southport"
"Adventure Wonderland","adventure-wonderland","cairn",50.776,-1.845,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Adventure_Wonderland"
"Huis Ten Bosch","huis-ten-bosch","cairn",33.0865,129.786889,"Japan",yes,"https://en.wikipedia.org/wiki/Huis_Ten_Bosch_(theme_park)"
"Spreepark","spreepark","cairn",52.4858,13.4878,"Germany",yes,"https://en.wikipedia.org/wiki/Spreepark"
"Freizeitpark Plohn","freizeitpark-plohn","cairn",50.56583333,12.39972222,"Germany",yes,"https://en.wikipedia.org/wiki/Freizeitpark_Plohn"
"Öland Zoo and Amusement Park","oland-zoo-and-amusement-park","cairn",56.670555555,16.490277777,"Sweden",no,"https://en.wikipedia.org/wiki/%C3%96land_Zoo_and_Amusement_Park"
"Expoland","expoland","cairn",34.80555556,135.535,"Japan",yes,"https://en.wikipedia.org/wiki/Expoland"
"Parc Astérix","parc-asterix","cairn",49.135277777,2.571666666,"France",yes,"https://en.wikipedia.org/wiki/Parc_Ast%C3%A9rix"
"Lillom","lillom","cairn",50.65405,2.982975,"France",no,"https://en.wikipedia.org/wiki/Lillom"
"Arsenal Park Transilvania","arsenal-park-transilvania","cairn",45.8318,23.1638,"Romania",no,"https://en.wikipedia.org/wiki/Arsenal_Park_Transilvania"
"Kodomonokuni Theme Park","kodomonokuni-theme-park","cairn",35.562325,139.491424,"Japan",yes,"https://en.wikipedia.org/wiki/Kodomonokuni_Theme_Park"
"Toverland","toverland","cairn",51.39583,5.98583,"Netherlands",yes,"https://en.wikipedia.org/wiki/Toverland"
"Frontierland, Morecambe","frontierland-morecambe","cairn",54.0687,-2.87601,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Frontierland,_Morecambe"
"KidZania Koshien","kidzania-koshien","cairn",34.716861111,135.363861111,"Japan",no,"https://en.wikipedia.org/wiki/KidZania_Koshien"
"Geumo Land","geumo-land","cairn",36.113,128.316,"South Korea",no,"https://en.wikipedia.org/wiki/Geumo_Land"
"Blackgang Chine","blackgang-chine","cairn",50.58889,-1.31444,"United Kingdom",yes,"https://en.wikipedia.org/wiki/Blackgang_Chine"
"Schloss Beck","schloss-beck","cairn",51.6133,6.97806,"Germany",yes,"https://en.wikipedia.org/wiki/Schloss_Beck"
